Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,0.422
Columna #2,Cu 324.75,0.363
Columna #3,Cu 324.75,0.311
Columna #4,Cu 324.75,0.289
Columna #5,Cu 324.75,0.280
Comp. Cabeza Columna,Cu 324.75,0.425
Comp. Cola Columna,Cu 324.75,0.406
Barren,Cu 324.75,0.508
Cabeza puntual retorno,Cu 324.75,0.438
Celda # 11-A,Cu 324.75,1.332
Celda # 11-B,Cu 324.75,0.197
Celda # 11-C,Cu 324.75,0.163
Celda #5-9,Cu 324.75,0.760
Celda #(F1+F2),Cu 324.75,0.352
NE Tubo 1,Cu 324.75,0.079
NE Tubo 2,Cu 324.75,0.123
NE Tubo 4,Cu 324.75,0.159
NE Tubo 5,Cu 324.75,0.081
NE Tubo 6,Cu 324.75,0.070
NE Tubo 7,Cu 324.75,0.290
Puntual Noroeste,Cu 324.75,0.351
Barren Patios,Cu 324.75,0.375
Tubo 3,Cu 324.75,0.672
Especial 1,Cu 324.75,0.205
Especial 2,Cu 324.75,0.117
Especial 3,Cu 324.75,0.199
Especial 4,Cu 324.75,0.150
Especial 5,Cu 324.75,0.133
