Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.136
Comp. Cola Columna,Cu 324.75,1.972
Barren,Cu 324.75,1.913
Cabeza puntual retorno,Cu 324.75,2.085
Celda # 11-A,Cu 324.75,0.384
Celda # 11-B,Cu 324.75,0.088
Celda # 11-C,Cu 324.75,0.072
Celda # 6-F2,Cu 324.75,0.03
Celda #5-9,Cu 324.75,1.097
Celda #(F1+F2),Cu 324.75,2.422
NE Tubo 1,Cu 324.75,0.036
NE Tubo 2,Cu 324.75,0.239
NE Tubo 4,Cu 324.75,1.381
NE Tubo 5,Cu 324.75,3.245
NE Tubo 6,Cu 324.75,7.038
NE Tubo 7,Cu 324.75,0.831
Puntual Noroeste,Cu 324.75,2.479
Barren Patios,Cu 324.75,2.063
Tubo 3,Cu 324.75,1.517
Especial 1,Cu 324.75,0.034
Especial 2,Cu 324.75,0.039
Especial 3,Cu 324.75,0.336
Especial 4,Cu 324.75,1.74
Especial 5,Cu 324.75,0.069
