Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.216
Comp. Cola Columna,Cu 324.75,0.216
Barren,Cu 324.75,0.212
Cabeza puntual retorno,Cu 324.75,0.204
Columna #1,Cu 324.75,0.191
Columna #2,Cu 324.75,0.172
Columna #3,Cu 324.75,0.18
Columna #4,Cu 324.75,0.162
Columna #5,Cu 324.75,0.202
Celda # 11-A,Cu 324.75,0.142
Celda # 11-B,Cu 324.75,0.247
Celda # 11-C,Cu 324.75,0.086
Celda #5-9,Cu 324.75,0.867
Celda #(F1+F2),Cu 324.75,0.153
NE Tubo 1,Cu 324.75,0.016
NE Tubo 2,Cu 324.75,0.057
NE Tubo 4,Cu 324.75,0.176
NE Tubo 5,Cu 324.75,0.032
NE Tubo 6,Cu 324.75,0.024
NE Tubo 7,Cu 324.75,0.869
Puntual Noroeste,Cu 324.75,0.117
Barren Patios,Cu 324.75,0.21
Tubo 3,Cu 324.75,0.049
Especial 1,Cu 324.75,0.387
Especial 2,Cu 324.75,0.098
Especial 3,Cu 324.75,0.076
Especial 4,Cu 324.75,0.077
Especial 5,Cu 324.75,0.137
Especial 6,Cu 324.75,0.108
