Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.122
Comp. Cola Columna,Cu 324.75,1.568
Barren,Cu 324.75,1.336
Cabeza puntual retorno,Cu 324.75,1.061
Celda # 11-A,Cu 324.75,10.74
Celda # 11-B,Cu 324.75,0.3
Celda # 11-C,Cu 324.75,0.379
Celda #5-9,Cu 324.75,0.098
Celda #(F1+F2),Cu 324.75,0.102
NE Tubo 1,Cu 324.75,0.103
NE Tubo 2,Cu 324.75,0.368
NE Tubo 4,Cu 324.75,1.149
NE Tubo 5,Cu 324.75,0.428
NE Tubo 6,Cu 324.75,0.891
NE Tubo 7,Cu 324.75,0.529
Puntual Noroeste,Cu 324.75,0.74
Barren Patios,Cu 324.75,1.544
Tubo 3,Cu 324.75,0.864
Especial 1,Cu 324.75,0.324
Especial 2,Cu 324.75,0.183
Especial 3,Cu 324.75,0.378
Especial 4,Cu 324.75,0.568
Especial 5,Cu 324.75,0.27
Columna #1,Cu 324.75,0.81
Columna #2,Cu 324.75,0.739
Columna #3,Cu 324.75,0.73
Columna #4,Cu 324.75,0.678
Columna #5,Cu 324.75,0.68
