Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.177
Comp. Cola Columna,Au 242.80,0.022
Barren,Au 242.80,0.026
Cabeza puntual retorno,Au 242.80,0.178
Celda # 11-A,Au 242.80,0.089
Celda # 11-B,Au 242.80,0.072
Celda # 11-C,Au 242.80,0.031
Celda # 6-F2,Au 242.80,0.084
Celda #5-9,Au 242.80,0.069
Celda #(F1+F2),Au 242.80,0.196
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.13
NE Tubo 4,Au 242.80,0.302
NE Tubo 5,Au 242.80,0.367
NE Tubo 6,Au 242.80,0.258
NE Tubo 7,Au 242.80,0.138
Puntual Noroeste,Au 242.80,0.179
Barren Patios,Au 242.80,0.02
Tubo 3,Au 242.80,0.105
Especial 1,Au 242.80,0.053
Especial 2,Au 242.80,0.065
Especial 3,Au 242.80,0.046
Especial 4,Au 242.80,0.043
Especial 5,Au 242.80,0.074
Especial 6,Au 242.80,0.016
