Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.114
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.01
Cabeza puntual retorno,Au 242.80,0.113
Celda # 11-A,Au 242.80,0.063
Celda # 11-B,Au 242.80,0.027
Celda # 11-C,Au 242.80,0.011
Celda # 6-F2,Au 242.80,0.03
Celda #5-9,Au 242.80,0.026
Celda #(F1+F2),Au 242.80,0.117
NE Tubo 2,Au 242.80,0.118
NE Tubo 4,Au 242.80,0.066
NE Tubo 5,Au 242.80,0.12
NE Tubo 6,Au 242.80,0.119
NE Tubo 7,Au 242.80,0.062
Puntual Noroeste,Au 242.80,0.114
Barren Patios,Au 242.80,0.015
Tubo 3,Au 242.80,0.161
Especial 1,Au 242.80,0.05
Especial 2,Au 242.80,0.039
Especial 3,Au 242.80,0.073
Especial 4,Au 242.80,0.046
Especial 5,Au 242.80,0.043
