Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.348
Cabeza puntual retorno,Cu 324.75,1.308
Celda #(F1+F2),Cu 324.75,1.404
Puntual Noroeste,Cu 324.75,1.483
Tubo 3,Cu 324.75,3.147
NE Tubo 2,Cu 324.75,0.315
NE Tubo 4,Cu 324.75,1.887
Especial 1,Cu 324.75,0.104
Especial 2,Cu 324.75,0.102
Especial 3,Cu 324.75,0.711
Especial 4,Cu 324.75,0.956
Especial 5,Cu 324.75,0.139
Comp. Cola Columna,Cu 324.75,1.837
Barren,Cu 324.75,1.558
Barren Patios,Cu 324.75,1.361
NE Tubo 1,Cu 324.75,0.058
NE Tubo 5,Cu 324.75,0.084
NE Tubo 6,Cu 324.75,0.199
NE Tubo 7,Cu 324.75,0.856
Celda # 11-A,Cu 324.75,0.252
Celda # 11-B,Cu 324.75,0.088
Celda # 11-C,Cu 324.75,0.327
Celda # 6-F2,Cu 324.75,1.504
Celda #5-9,Cu 324.75,0.41
