Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.409
Cabeza puntual retorno,Ag 328.07,0.41
Cabeza puntual retorno,Ag 328.07,0.416
Puntual Noroeste,Ag 328.07,0.077
Tubo 3,Ag 328.07,0.036
NE Tubo 2,Ag 328.07,0.122
NE Tubo 4,Ag 328.07,0.026
Especial 1,Ag 328.07,0.815
Especial 2,Ag 328.07,0.062
Especial 3,Ag 328.07,0.026
Especial 4,Ag 328.07,0.014
Especial 5,Ag 328.07,0.662
Columna #1,Ag 328.07,0.355
Columna #2,Ag 328.07,0.315
Columna #3,Ag 328.07,0.259
Columna #4,Ag 328.07,0.206
Columna #5,Ag 328.07,0.166
Comp. Cola Columna,Ag 328.07,0.189
Barren,Ag 328.07,0.194
Barren Patios,Ag 328.07,0.187
NE Tubo 1,Ag 328.07,1.713
NE Tubo 5,Ag 328.07,0.022
NE Tubo 6,Ag 328.07,0.023
NE Tubo 7,Ag 328.07,0.021
Celda # 11-A,Ag 328.07,0.017
Celda # 11-B,Ag 328.07,0.132
Celda # 11-C,Ag 328.07,0.023
Celda #5-9,Ag 328.07,0.081
