Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.048
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.012
Cabeza puntual retorno,Au 242.80,0.046
Celda # 11-A,Au 242.80,0.021
Celda # 11-B,Au 242.80,0.036
Celda # 11-C,Au 242.80,0.07
Columna #1,Au 242.80,0.048
Columna #2,Au 242.80,0.031
Columna #3,Au 242.80,0.016
Columna #4,Au 242.80,0.007
Columna #5,Au 242.80,0.006
Celda #5-9,Au 242.80,0.038
Celda #(F1+F2),Au 242.80,0.047
NE Tubo 1,Au 242.80,0.029
NE Tubo 2,Au 242.80,0.031
NE Tubo 4,Au 242.80,0.011
NE Tubo 5,Au 242.80,0.018
NE Tubo 6,Au 242.80,0.017
NE Tubo 7,Au 242.80,0.042
Puntual Noroeste,Au 242.80,0.049
Barren Patios,Au 242.80,0.004
Tubo 3,Au 242.80,0.068
Especial 1,Au 242.80,0.052
Especial 2,Au 242.80,0.064
Especial 3,Au 242.80,0.024
Especial 4,Au 242.80,0.018
Especial 5,Au 242.80,0.12
Especial 6,Au 242.80,0.089
