Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.103
Comp. Cola Columna,Au 242.80,0.021
Barren,Au 242.80,0.018
Cabeza puntual retorno,Au 242.80,0.101
Celda # 11-A,Au 242.80,0.004
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.015
Celda #5-9,Au 242.80,0.038
Celda #(F1+F2),Au 242.80,0.107
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.057
NE Tubo 4,Au 242.80,0.164
NE Tubo 5,Au 242.80,0.153
NE Tubo 6,Au 242.80,0.034
NE Tubo 7,Au 242.80,0.1
Puntual Noroeste,Au 242.80,0.105
Barren Patios,Au 242.80,0.014
Tubo 3,Au 242.80,0.1
Especial 1,Au 242.80,0.051
Especial 2,Au 242.80,0.044
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.011
Especial 5,Au 242.80,0.043
Especial 6,Au 242.80,0.002
Columna #1,Au 242.80,0.082
Columna #2,Au 242.80,0.058
Columna #3,Au 242.80,0.043
Columna #4,Au 242.80,0.032
Columna #5,Au 242.80,0.021
