Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.106
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.103
Celda # 11-A,Au 242.80,0.041
Celda # 11-B,Au 242.80,0.023
Celda # 11-C,Au 242.80,0.002
Celda # 6-F2,Au 242.80,0.02
Celda #5-9,Au 242.80,0.014
Celda #(F1+F2),Au 242.80,0.114
NE Tubo 2,Au 242.80,0.115
NE Tubo 4,Au 242.80,0.05
NE Tubo 5,Au 242.80,0.031
NE Tubo 6,Au 242.80,0.071
NE Tubo 7,Au 242.80,0.112
Puntual Noroeste,Au 242.80,0.11
Barren Patios,Au 242.80,0.016
Tubo 3,Au 242.80,0.158
Especial 1,Au 242.80,0.072
Especial 2,Au 242.80,0.035
Especial 3,Au 242.80,0.061
Especial 4,Au 242.80,0.058
Especial 5,Au 242.80,0.031
NE Tubo 1,Au 242.80,0.001
