Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.332
Comp. Cola Columna,Cu 324.75,0.38
Barren,Cu 324.75,0.414
Cabeza puntual retorno,Cu 324.75,0.308
Celda # 11-A,Cu 324.75,0.061
Celda # 11-B,Cu 324.75,0.041
Celda # 11-C,Cu 324.75,0.231
Celda #5-9,Cu 324.75,2.154
Celda #(F1+F2),Cu 324.75,0.267
NE Tubo 1,Cu 324.75,0.018
NE Tubo 2,Cu 324.75,0.096
NE Tubo 4,Cu 324.75,0.264
NE Tubo 5,Cu 324.75,0.109
NE Tubo 6,Cu 324.75,0.14
NE Tubo 7,Cu 324.75,0.149
Puntual Noroeste,Cu 324.75,0.152
Barren Patios,Cu 324.75,0.315
Tubo 3,Cu 324.75,0.122
Especial 1,Cu 324.75,0.164
Especial 2,Cu 324.75,0.125
Especial 3,Cu 324.75,0.208
Especial 4,Cu 324.75,0.094
Especial 5,Cu 324.75,0.476
Especial 6,Cu 324.75,0.1
Columna #1,Cu 324.75,0.323
Columna #2,Cu 324.75,0.313
Columna #3,Cu 324.75,0.31
Columna #4,Cu 324.75,0.324
Columna #5,Cu 324.75,0.29
