Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.514
Comp. Cola Columna,Cu 324.75,0.803
Barren,Cu 324.75,0.938
Cabeza puntual retorno,Cu 324.75,1.477
Celda # 11-A,Cu 324.75,0.141
Celda # 11-B,Cu 324.75,1.812
Celda # 11-C,Cu 324.75,0.120
Celda # 6-F2,Cu 324.75,1.217
Celda #5-9,Cu 324.75,0.030
Celda #(F1+F2),Cu 324.75,2.047
NE Tubo 1,Cu 324.75,0.347
NE Tubo 2,Cu 324.75,0.368
NE Tubo 4,Cu 324.75,0.357
NE Tubo 5,Cu 324.75,0.045
NE Tubo 6,Cu 324.75,0.003
NE Tubo 7,Cu 324.75,4.649
Puntual Noroeste,Cu 324.75,1.194
Barren Patios,Cu 324.75,0.796
Especial 1,Cu 324.75,0.064
Especial 2,Cu 324.75,0.062
Especial 3,Cu 324.75,0.107
Especial 4,Cu 324.75,0.061
Especial 5,Cu 324.75,0.046
