Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,3.514
Comp. Cola Columna,Cu 324.75,3.574
Barren,Cu 324.75,3.253
Cabeza puntual retorno,Cu 324.75,3.489
Celda # 11-A,Cu 324.75,0.96
Celda # 11-B,Cu 324.75,0.051
Celda # 11-C,Cu 324.75,2.038
Celda # 6-F2,Cu 324.75,0.006
Celda #5-9,Cu 324.75,0.938
Celda #(F1+F2),Cu 324.75,3.931
NE Tubo 2,Cu 324.75,0.041
NE Tubo 1,Cu 324.75,0.02
NE Tubo 4,Cu 324.75,1.395
NE Tubo 5,Cu 324.75,11.85
NE Tubo 6,Cu 324.75,4.466
NE Tubo 7,Cu 324.75,11.03
Puntual Noroeste,Cu 324.75,4.26
Barren Patios,Cu 324.75,3.277
Tubo 3,Cu 324.75,3.78
Especial 1,Cu 324.75,0.165
Especial 2,Cu 324.75,0.007
Especial 3,Cu 324.75,0.723
Especial 4,Cu 324.75,2.109
Especial 5,Cu 324.75,0.102
