Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.403
Cabeza puntual retorno,Cu 324.75,0.664
Celda #(F1+F2),Cu 324.75,0.603
Puntual Noroeste,Cu 324.75,0.800
Tubo 3,Cu 324.75,1.665
Comp. Cola Columna,Cu 324.75,0.492
Barren,Cu 324.75,0.820
Celda # 11-A,Cu 324.75,0.113
Celda # 11-B,Cu 324.75,0.092
Celda # 11-C,Cu 324.75,0.058
Celda # 6-F2,Cu 324.75,0.236
Celda #5-9,Cu 324.75,0.068
NE Tubo 1,Cu 324.75,2.171
NE Tubo 2,Cu 324.75,0.154
NE Tubo 4,Cu 324.75,0.014
NE Tubo 5,Cu 324.75,0.028
NE Tubo 6,Cu 324.75,0.008
NE Tubo 7,Cu 324.75,0.543
Barren Patios,Cu 324.75,0.420
Especial 1,Cu 324.75,0.043
Especial 3,Cu 324.75,0.110
Especial 4,Cu 324.75,0.109
Especial 5,Cu 324.75,0.106
