Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.897
Comp. Cola Columna,Cu 324.75,1.835
Barren,Cu 324.75,1.983
Cabeza puntual retorno,Cu 324.75,1.832
Celda # 11-A,Cu 324.75,0.034
Celda # 11-B,Cu 324.75,0.033
Celda # 11-C,Cu 324.75,0.116
Celda #5-9,Cu 324.75,7.541
Celda #(F1+F2),Cu 324.75,1.052
NE Tubo 1,Cu 324.75,0.025
NE Tubo 2,Cu 324.75,0.008
NE Tubo 4,Cu 324.75,0.066
NE Tubo 5,Cu 324.75,0.040
NE Tubo 6,Cu 324.75,0.026
NE Tubo 7,Cu 324.75,0.690
Puntual Noroeste,Cu 324.75,0.823
Barren Patios,Cu 324.75,1.728
Tubo 3,Cu 324.75,1.176
Especial 1,Cu 324.75,4.746
Especial 2,Cu 324.75,4.593
Especial 3,Cu 324.75,0.289
Especial 4,Cu 324.75,0.061
Especial 5,Cu 324.75,5.424
Columna #1,Cu 324.75,1.272
Columna #2,Cu 324.75,1.299
Columna #3,Cu 324.75,1.325
Columna #4,Cu 324.75,1.420
Columna #5,Cu 324.75,1.392
