Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.661
Comp. Cola Columna,Cu 324.75,0.631
Barren,Cu 324.75,0.678
Cabeza puntual retorno,Cu 324.75,0.666
Celda # 11-A,Cu 324.75,0.073
Celda # 11-B,Cu 324.75,0.12
Celda # 11-C,Cu 324.75,1.184
Celda # 6-F2,Cu 324.75,0.057
Celda #5-9,Cu 324.75,7.794
Celda #(F1+F2),Cu 324.75,0.346
NE Tubo 1,Cu 324.75,0.041
NE Tubo 4,Cu 324.75,0.21
NE Tubo 5,Cu 324.75,0.062
NE Tubo 6,Cu 324.75,0.045
NE Tubo 7,Cu 324.75,0.647
Puntual Noroeste,Cu 324.75,0.3
BARREN PATIOS,Cu 324.75,0.715
Tubo 3,Cu 324.75,0.345
NE Tubo 2,Cu 324.75,0.071
Especial 1,Cu 324.75,2.053
Especial 2,Cu 324.75,2.658
Especial 3,Cu 324.75,0.071
Especial 4,Cu 324.75,0.068
Especial 5,Cu 324.75,1.288
