Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.176
Cabeza puntual retorno,Au 242.80,0.178
Celda #(F1+F2),Au 242.80,0.166
Puntual Noroeste,Au 242.80,0.171
Tubo 3,Au 242.80,0.173
Comp. Cola Columna,Au 242.80,0.03
Barren,Au 242.80,0.029
Celda # 11-A,Au 242.80,0.085
Celda # 11-B,Au 242.80,0.247
Celda # 11-C,Au 242.80,0.119
Celda #5-9,Au 242.80,0.022
NE Tubo 1,Au 242.80,0.122
NE Tubo 2,Au 242.80,0.099
NE Tubo 4,Au 242.80,0.23
NE Tubo 5,Au 242.80,0.236
NE Tubo 6,Au 242.80,0.117
NE Tubo 7,Au 242.80,0.183
Barren Patios,Au 242.80,0.023
Especial 1,Au 242.80,0.041
Especial 2,Au 242.80,0.022
Especial 3,Au 242.80,0.024
Especial 4,Au 242.80,0.019
Especial 5,Au 242.80,0.022
Columna #1,Au 242.80,0.126
Columna #2,Au 242.80,0.087
Columna #3,Au 242.80,0.065
Columna #4,Au 242.80,0.05
Columna #5,Au 242.80,0.037
