Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.096
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.008
Cabeza puntual retorno,Au 242.80,0.097
Celda # 11-A,Au 242.80,0.007
Celda # 11-B,Au 242.80,0.004
Celda # 11-C,Au 242.80,0.027
Celda # 6-F2,Au 242.80,0.042
Celda #5-9,Au 242.80,0.035
Celda #(F1+F2),Au 242.80,0.12
NE Tubo 1,Au 242.80,0.004
NE Tubo 2,Au 242.80,0.106
NE Tubo 4,Au 242.80,0.036
NE Tubo 5,Au 242.80,0.035
NE Tubo 6,Au 242.80,0.276
NE Tubo 7,Au 242.80,0.061
Puntual Noroeste,Au 242.80,0.112
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.11
Especial 1,Au 242.80,0.065
Especial 2,Au 242.80,0.101
Especial 3,Au 242.80,0.031
Especial 4,Au 242.80,0.024
Especial 5,Au 242.80,0.094
Especial 6,Au 242.80,0.009
