Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.121
Cabeza puntual retorno,Cu 324.75,1.284
Celda #(F1+F2),Cu 324.75,1.282
Puntual Noroeste,Cu 324.75,1.426
Tubo 3,Cu 324.75,1.27
NE Tubo 2,Cu 324.75,0.15
NE Tubo 4,Cu 324.75,0.092
Especial 1,Cu 324.75,0.071
Especial 2,Cu 324.75,0.116
Especial 3,Cu 324.75,0.078
Especial 4,Cu 324.75,0.089
Especial 5,Cu 324.75,0.095
Columna #1,Cu 324.75,1.035
Columna #2,Cu 324.75,1.092
Columna #3,Cu 324.75,1.088
Columna #4,Cu 324.75,1.123
Columna #5,Cu 324.75,1.119
Comp. Cola Columna,Cu 324.75,1.393
Barren,Cu 324.75,1.137
Barren Patios,Cu 324.75,1.063
NE Tubo 1,Cu 324.75,0.114
NE Tubo 5,Cu 324.75,0.088
NE Tubo 6,Cu 324.75,0.093
NE Tubo 7,Cu 324.75,6.015
Celda # 11-A,Cu 324.75,0.166
Celda # 11-B,Cu 324.75,0.836
Celda # 11-C,Cu 324.75,0.265
Celda #5-9,Cu 324.75,0.183
