Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.067
Comp. Cola Columna,Cu 324.75,2.05
Barren,Cu 324.75,2.183
Cabeza puntual retorno,Cu 324.75,1.966
Celda # 11-A,Cu 324.75,0.112
Celda # 11-B,Cu 324.75,0.037
Celda # 11-C,Cu 324.75,0.028
Celda # 6-F2,Cu 324.75,0.018
Celda #5-9,Cu 324.75,0.819
Celda #(F1+F2),Cu 324.75,2.096
NE Tubo 1,Cu 324.75,0.009
NE Tubo 2,Cu 324.75,0.315
NE Tubo 4,Cu 324.75,0.673
NE Tubo 5,Cu 324.75,0.423
15 LC,Cu 324.75,8.358
NE Tubo 7,Cu 324.75,1.295
Puntual Noroeste,Cu 324.75,2.077
Barren Patios,Cu 324.75,1.809
Tubo 3,Cu 324.75,1.877
Especial 1,Cu 324.75,0.051
Especial 2,Cu 324.75,0.041
Especial 3,Cu 324.75,0.042
Especial 4,Cu 324.75,0.213
Especial 5,Cu 324.75,0.039
