Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.151
Comp. Cola Columna,Cu 324.75,1.231
Barren,Cu 324.75,1.141
Cabeza puntual retorno,Cu 324.75,1.07
Celda # 11-A,Cu 324.75,0.339
Celda # 11-B,Cu 324.75,0.938
Celda # 11-C,Cu 324.75,0.339
Celda # 6-F2,Cu 324.75,0.049
Celda #5-9,Cu 324.75,1.057
Celda #(F1+F2),Cu 324.75,0.98
NE Tubo 1,Cu 324.75,0.021
NE Tubo 2,Cu 324.75,0.358
NE Tubo 4,Cu 324.75,0.155
NE Tubo 5,Cu 324.75,0.187
NE Tubo 6,Cu 324.75,0.536
NE Tubo 7,Cu 324.75,3.724
Puntual Noroeste,Cu 324.75,0.893
Barren Patios,Cu 324.75,1.12
Tubo 3,Cu 324.75,0.301
Especial 1,Cu 324.75,2.342
Especial 2,Cu 324.75,0.039
Especial 3,Cu 324.75,0.04
Especial 4,Cu 324.75,0.089
Especial 5,Cu 324.75,0.03
