Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.077
Cabeza puntual retorno,Cu 324.75,0.902
Celda #(F1+F2),Cu 324.75,1.102
Puntual Noroeste,Cu 324.75,1.284
Tubo 3,Cu 324.75,1.359
NE Tubo 2,Cu 324.75,0.207
NE Tubo 4,Cu 324.75,0.06
Especial 1,Cu 324.75,0.033
Especial 2,Cu 324.75,0.048
Especial 3,Cu 324.75,0.049
Especial 4,Cu 324.75,0.05
Especial 5,Cu 324.75,0.143
Comp. Cola Columna,Cu 324.75,0.948
Barren,Cu 324.75,0.882
Barren Patios,Cu 324.75,0.879
NE Tubo 1,Cu 324.75,0.037
NE Tubo 5,Cu 324.75,0.035
NE Tubo 6,Cu 324.75,0.016
NE Tubo 7,Cu 324.75,6.028
Celda # 11-A,Cu 324.75,0.12
Celda # 11-B,Cu 324.75,1.69
Celda # 11-C,Cu 324.75,0.125
Celda # 6-F2,Cu 324.75,0.474
Celda #5-9,Cu 324.75,0.084
