Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,0.669
Columna #2,Cu 324.75,0.590
Columna #3,Cu 324.75,0.619
Columna #4,Cu 324.75,0.639
Columna #5,Cu 324.75,0.623
Comp. Cabeza Columna,Cu 324.75,0.641
Comp. Cola Columna,Cu 324.75,0.651
Barren,Cu 324.75,0.722
Cabeza puntual retorno,Cu 324.75,0.621
Celda # 11-A,Cu 324.75,0.170
Celda # 11-B,Cu 324.75,0.090
Celda # 11-C,Cu 324.75,0.064
Celda #5-9,Cu 324.75,0.359
Celda #(F1+F2),Cu 324.75,0.790
NE Tubo 1,Cu 324.75,0.083
NE Tubo 2,Cu 324.75,0.227
NE Tubo 4,Cu 324.75,0.076
NE Tubo 5,Cu 324.75,0.313
NE Tubo 6,Cu 324.75,1.848
NE Tubo 7,Cu 324.75,2.749
Puntual Noroeste,Cu 324.75,0.774
Barren Patios,Cu 324.75,0.568
Tubo 3,Cu 324.75,0.629
Especial 1,Cu 324.75,0.198
Especial 2,Cu 324.75,0.115
Especial 3,Cu 324.75,0.191
Especial 4,Cu 324.75,0.190
Especial 5,Cu 324.75,0.158
