Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.644
Cabeza puntual retorno,Cu 324.75,0.634
Celda #(F1+F2),Cu 324.75,0.487
Puntual Noroeste,Cu 324.75,0.463
Tubo 3,Cu 324.75,0.231
Comp. Cola Columna,Cu 324.75,0.815
Barren,Cu 324.75,0.721
Celda # 11-A,Cu 324.75,0.334
Celda # 11-B,Cu 324.75,0.237
Celda # 11-C,Cu 324.75,0.776
Celda #5-9,Cu 324.75,3.784
NE Tubo 1,Cu 324.75,0.028
NE Tubo 2,Cu 324.75,0.085
NE Tubo 4,Cu 324.75,0.081
NE Tubo 5,Cu 324.75,0.584
NE Tubo 6,Cu 324.75,2.012
NE Tubo 7,Cu 324.75,2.677
Barren Patios,Cu 324.75,0.794
Especial 1,Cu 324.75,0.085
Especial 2,Cu 324.75,0.052
Especial 3,Cu 324.75,0.072
Especial 4,Cu 324.75,0.087
Especial 5,Cu 324.75,0.261
Columna #1,Cu 324.75,0.744
Columna #2,Cu 324.75,0.796
Columna #3,Cu 324.75,0.817
Columna #4,Cu 324.75,0.822
Columna #5,Cu 324.75,0.848
