Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.244
Cabeza puntual retorno,Cu 324.75,1.189
Celda #(F1+F2),Cu 324.75,1.032
Puntual Noroeste,Cu 324.75,0.213
Tubo 3,Cu 324.75,0.672
Comp. Cola Columna,Cu 324.75,1.255
Barren,Cu 324.75,1.243
Celda # 11-A,Cu 324.75,0.106
Celda # 11-B,Cu 324.75,0.052
Celda # 11-C,Cu 324.75,0.658
Celda # 6-F2,Cu 324.75,2.976
Celda #5-9,Cu 324.75,0.433
NE Tubo 1,Cu 324.75,0.019
NE Tubo 2,Cu 324.75,0.125
NE Tubo 4,Cu 324.75,0.017
NE Tubo 5,Cu 324.75,0.020
NE Tubo 6,Cu 324.75,0.002
NE Tubo 7,Cu 324.75,0.066
Barren Patios,Cu 324.75,0.935
Especial 1,Cu 324.75,0.344
Especial 2,Cu 324.75,0.841
Especial 3,Cu 324.75,0.122
Especial 4,Cu 324.75,0.072
Especial 5,Cu 324.75,0.383
