Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.209
Columna #2,Cu 324.75,1.213
Columna #3,Cu 324.75,1.239
Columna #4,Cu 324.75,1.245
Comp. Cabeza Columna,Cu 324.75,1.145
Comp. Cola Columna,Cu 324.75,1.270
Barren,Cu 324.75,1.236
Cabeza puntual retorno,Cu 324.75,1.163
Celda # 11-A,Cu 324.75,0.359
Celda # 11-B,Cu 324.75,1.038
Celda # 11-C,Cu 324.75,0.400
Celda #5-9,Cu 324.75,1.481
Celda #(F1+F2),Cu 324.75,1.174
NE Tubo 1,Cu 324.75,0.043
NE Tubo 2,Cu 324.75,0.577
NE Tubo 4,Cu 324.75,0.257
NE Tubo 5,Cu 324.75,0.261
NE Tubo 6,Cu 324.75,0.548
NE Tubo 7,Cu 324.75,5.125
Puntual Noroeste,Cu 324.75,1.241
Barren Patios,Cu 324.75,1.275
Tubo 3,Cu 324.75,0.373
Especial 1,Cu 324.75,2.726
Especial 2,Cu 324.75,0.087
Especial 3,Cu 324.75,0.104
Especial 4,Cu 324.75,0.167
Especial 5,Cu 324.75,0.119
