Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.145
Comp. Cola Columna,Cu 324.75,0.983
Barren,Cu 324.75,0.932
Cabeza puntual retorno,Cu 324.75,1.101
Celda # 11-A,Cu 324.75,0.237
Celda # 11-B,Cu 324.75,0.279
Celda # 11-C,Cu 324.75,6.623
Celda #5-9,Cu 324.75,2.758
Celda #(F1+F2),Cu 324.75,1.138
NE Tubo 1,Cu 324.75,0.028
NE Tubo 2,Cu 324.75,0.248
NE Tubo 4,Cu 324.75,0.495
NE Tubo 5,Cu 324.75,0.119
NE Tubo 6,Cu 324.75,0.943
NE Tubo 7,Cu 324.75,1.168
Puntual Noroeste,Cu 324.75,1.121
Barren Patios,Cu 324.75,0.96
Tubo 3,Cu 324.75,2.906
Especial 1,Cu 324.75,0.113
Especial 2,Cu 324.75,0.109
Especial 3,Cu 324.75,0.143
Especial 4,Cu 324.75,0.176
Especial 5,Cu 324.75,0.208
Columna #1,Cu 324.75,1.09
Columna #2,Cu 324.75,1.025
Columna #3,Cu 324.75,0.967
Columna #4,Cu 324.75,0.92
Columna #5,Cu 324.75,0.809
