Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,11.63
Comp. Cola Columna,Cu 324.75,14.13
Barren,Cu 324.75,12.82
Cabeza puntual retorno,Cu 324.75,11.96
Celda # 11-A,Cu 324.75,18.32
Celda # 11-B,Cu 324.75,37.25
Celda # 11-C,Cu 324.75,32.16
Celda # 6-F2,Cu 324.75,1.124
Celda #5-9,Cu 324.75,0.058
Celda #(F1+F2),Cu 324.75,1.958
NE Tubo 1,Cu 324.75,12.03
NE Tubo 2,Cu 324.75,1.156
NE Tubo 4,Cu 324.75,0.783
NE Tubo 5,Cu 324.75,0.385
NE Tubo 6,Cu 324.75,0.18
NE Tubo 7,Cu 324.75,0.997
Puntual Noroeste,Cu 324.75,1.529
Barren Patios,Cu 324.75,9.991
Tubo 3,Cu 324.75,2.651
Especial 1,Cu 324.75,0.041
Especial 2,Cu 324.75,0.024
Especial 3,Cu 324.75,0.074
Especial 4,Cu 324.75,0.08
Especial 5,Cu 324.75,0.028
