Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.113
Comp. Cola Columna,Cu 324.75,2.642
Barren,Cu 324.75,2.397
Cabeza puntual retorno,Cu 324.75,2.080
Celda # 11-A,Cu 324.75,0.413
Celda # 11-B,Cu 324.75,0.049
Celda # 11-C,Cu 324.75,0.032
Celda # 6-F2,Cu 324.75,0.027
Celda #5-9,Cu 324.75,1.275
Celda #(F1+F2),Cu 324.75,2.397
NE Tubo 1,Cu 324.75,0.022
NE Tubo 2,Cu 324.75,0.225
NE Tubo 4,Cu 324.75,1.575
NE Tubo 5,Cu 324.75,4.158
NE Tubo 6,Cu 324.75,7.405
NE Tubo 7,Cu 324.75,0.768
Puntual Noroeste,Cu 324.75,2.410
Barren Patios,Cu 324.75,2.141
Tubo 3,Cu 324.75,1.706
Especial 1,Cu 324.75,0.079
Especial 2,Cu 324.75,0.019
Especial 3,Cu 324.75,0.382
Especial 4,Cu 324.75,2.208
Especial 5,Cu 324.75,0.056
