Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,12.4
Comp. Cola Columna,Cu 324.75,12.41
Barren,Cu 324.75,11.95
Cabeza puntual retorno,Cu 324.75,12.17
Columna #1,Cu 324.75,11.85
Columna #2,Cu 324.75,11.44
Columna #3,Cu 324.75,11.22
Columna #4,Cu 324.75,11.36
Columna #5,Cu 324.75,11.26
Celda # 11-A,Cu 324.75,36.43
Celda # 11-B,Cu 324.75,32
Celda # 11-C,Cu 324.75,4.806
Celda #5-9,Cu 324.75,0.149
Celda #(F1+F2),Cu 324.75,2.501
NE Tubo 1,Cu 324.75,3.66
NE Tubo 2,Cu 324.75,1.69
NE Tubo 4,Cu 324.75,0.947
NE Tubo 5,Cu 324.75,1.552
NE Tubo 6,Cu 324.75,0.288
NE Tubo 7,Cu 324.75,1.4
Puntual Noroeste,Cu 324.75,1.583
Tubo 3,Cu 324.75,2.12
Especial 1,Cu 324.75,0.13
Especial 2,Cu 324.75,0.044
Especial 3,Cu 324.75,0.097
Especial 4,Cu 324.75,0.132
Especial 5,Cu 324.75,0.046
