Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.775
Comp. Cola Columna,Cu 324.75,0.765
Barren,Cu 324.75,0.659
Cabeza puntual retorno,Cu 324.75,0.744
Celda # 11-A,Cu 324.75,0.11
Celda # 11-B,Cu 324.75,0.04
Celda # 11-C,Cu 324.75,0.084
Celda #5-9,Cu 324.75,0.788
Celda #(F1+F2),Cu 324.75,0.734
NE Tubo 1,Cu 324.75,0.047
NE Tubo 2,Cu 324.75,0.074
NE Tubo 4,Cu 324.75,0.071
NE Tubo 5,Cu 324.75,0.059
NE Tubo 6,Cu 324.75,0.071
NE Tubo 7,Cu 324.75,0.157
Puntual Noroeste,Cu 324.75,0.832
Barren Patios,Cu 324.75,0.732
Tubo 3,Cu 324.75,2.156
Especial 1,Cu 324.75,0.063
Especial 2,Cu 324.75,0.041
Especial 3,Cu 324.75,0.088
Especial 4,Cu 324.75,0.881
Especial 5,Cu 324.75,0.062
Especial 6,Cu 324.75,0.038
Columna #1,Cu 324.75,0.757
Columna #2,Cu 324.75,0.753
Columna #3,Cu 324.75,0.764
Columna #4,Cu 324.75,0.747
Columna #5,Cu 324.75,0.766
