Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.576
Comp. Cola Columna,Cu 324.75,0.767
Barren,Cu 324.75,0.591
Cabeza puntual retorno,Cu 324.75,0.575
Celda # 11-A,Cu 324.75,0.212
Celda # 11-B,Cu 324.75,0.103
Celda # 11-C,Cu 324.75,0.253
Celda # 6-F2,Cu 324.75,0.059
Celda #5-9,Cu 324.75,2.421
Celda #(F1+F2),Cu 324.75,0.527
NE Tubo 1,Cu 324.75,0.041
NE Tubo 2,Cu 324.75,0.264
NE Tubo 4,Cu 324.75,0.059
NE Tubo 5,Cu 324.75,0.061
NE Tubo 6,Cu 324.75,0.071
NE Tubo 7,Cu 324.75,0.545
Puntual Noroeste,Cu 324.75,0.512
Barren Patios,Cu 324.75,0.49
Tubo 3,Cu 324.75,1.175
Especial 1,Cu 324.75,0.212
Especial 2,Cu 324.75,0.125
Especial 3,Cu 324.75,0.093
Especial 4,Cu 324.75,0.126
Especial 5,Cu 324.75,0.334
