Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.204
Cabeza puntual retorno,Cu 324.75,1.298
Celda #(F1+F2),Cu 324.75,1.105
Puntual Noroeste,Cu 324.75,0.063
Tubo 3,Cu 324.75,0.093
NE Tubo 2,Cu 324.75,0.122
NE Tubo 4,Cu 324.75,0.071
Especial 1,Cu 324.75,0.079
Especial 2,Cu 324.75,0.069
Especial 3,Cu 324.75,0.135
Especial 4,Cu 324.75,0.106
Especial 5,Cu 324.75,0.104
Comp. Cola Columna,Cu 324.75,1.177
Barren,Cu 324.75,1.185
Barren Patios,Cu 324.75,1.048
NE Tubo 1,Cu 324.75,0.088
NE Tubo 5,Cu 324.75,0.102
NE Tubo 6,Cu 324.75,0.096
NE Tubo 7,Cu 324.75,0.222
Celda # 11-A,Cu 324.75,0.172
Celda # 11-B,Cu 324.75,0.138
Celda # 11-C,Cu 324.75,1.155
Celda # 6-F2,Cu 324.75,6.182
Celda #5-9,Cu 324.75,0.185
