Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.477
Cabeza puntual retorno,Cu 324.75,0.449
Celda #(F1+F2),Cu 324.75,0.426
Puntual Noroeste,Cu 324.75,0.322
Tubo 3,Cu 324.75,0.187
Comp. Cola Columna,Cu 324.75,0.492
Barren,Cu 324.75,0.536
Celda # 11-A,Cu 324.75,0.223
Celda # 11-B,Cu 324.75,1.541
Celda # 11-C,Cu 324.75,0.422
Celda # 6-F2,Cu 324.75,0.321
Celda #5-9,Cu 324.75,0.333
NE Tubo 1,Cu 324.75,0.084
NE Tubo 2,Cu 324.75,2.354
NE Tubo 4,Cu 324.75,0.148
NE Tubo 5,Cu 324.75,0.112
NE Tubo 6,Cu 324.75,0.100
NE Tubo 7,Cu 324.75,0.209
Barren Patios,Cu 324.75,0.521
Especial 1,Cu 324.75,0.131
Especial 2,Cu 324.75,0.126
Especial 3,Cu 324.75,0.145
Especial 4,Cu 324.75,0.164
Especial 5,Cu 324.75,0.141
