Analista,JCAN,,,,,,,
Fecha de inicio,7/8/2022 12:53 AM  GMT: 7/8/2022 5:53 AM,,,,,,,
Hoja de trabajo,SA000031_6,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
Ag,PATRON,1.009,,mg/L,0.0985,0.0998,0.0976,0.0981
Ag,BLANCO,0.0137,,mg/L,0.0014,0.0015,0.0023,0.0003
Ag,BLANCO REACTIVO,0,,mg/L,0.0002,-0.0001,0.0005,0
Ag,SA000031-001,0.5892,,mg/L,0.0024,0.0029,0.0022,0.002
Ag,SA000031-002,0.8311,,mg/L,0.0033,0.0036,0.003,0.0034
Ag,SA000031-003,1.2864,,mg/L,0.0052,0.005,0.0056,0.0048
Ag,SA000031-004,0.2089,,mg/L,0.0008,0.0005,0.0009,0.0011
Ag,SA000031-005,3.6457,,mg/L,0.0145,0.014,0.0151,0.0145
Ag,SA000031-006,1.4277,,mg/L,0.0057,0.0051,0.0062,0.0058
Ag,SA000031-007,0.3167,,mg/L,0.0013,0.0006,0.0022,0.001
Ag,SA000031-008,0.5441,,mg/L,0.0022,0.0022,0.0019,0.0024
Ag,SA000031-009,0.5315,,mg/L,0.0021,0.0017,0.0023,0.0024
Ag,SA000031-010,0.5601,,mg/L,0.0022,0.0019,0.0025,0.0022
Ag,PATRON,1.0092,,mg/L,0.0985,0.0999,0.0983,0.0974
Ag,BLANCO,0.002,,mg/L,0.0002,0,-0.0002,0.0008
Ag,BLANCO REACTIVO,0,,mg/L,0.0007,0.0008,0.0012,0.0001
Ag,SA000031-011,0.4846,,mg/L,0.0019,0.001,0.0027,0.0021
Ag,SA000031-012,2.8919,,mg/L,0.0116,0.0116,0.0119,0.0113
Ag,SA000031-013,5.4071,,mg/L,0.0216,0.0212,0.0224,0.0212
Ag,SA000031-014,0.8554,,mg/L,0.0034,0.0044,0.0035,0.0025
Ag,SA000031-015,3.6586,,mg/L,0.0146,0.0146,0.015,0.0142
Ag,SA000031-016,-0.1074,,mg/L,-0.0004,-0.0002,-0.0002,-0.0009
Ag,SA000031-017,0.9658,,mg/L,0.0039,0.0041,0.0034,0.004
Ag,SA000031-018,1.6794,,mg/L,0.0067,0.007,0.0073,0.0058
Ag,SA000031-019,2.1211,,mg/L,0.0085,0.0083,0.0085,0.0087
Ag,SA000031-020,1.5018,,mg/L,0.006,0.0064,0.0063,0.0053
Ag,PATRON,1.0034,,mg/L,0.098,0.0981,0.098,0.0978
Ag,BLANCO,-0.0054,,mg/L,-0.0005,-0.0008,0.0002,-0.0011
Ag,BLANCO REACTIVO,0,,mg/L,0.0006,0.0002,0.0013,0.0002
Ag,SA000031-021,1.0725,,mg/L,0.0043,0.0051,0.0042,0.0035
Ag,SA000031-022,2.3509,,mg/L,0.0094,0.0107,0.0086,0.0088
Ag,SA000031-023,2.4458,,mg/L,0.0098,0.0101,0.0095,0.0097
Ag,SA000031-024,1.752,,mg/L,0.007,0.007,0.0071,0.0069
Ag,SA000031-025,1.4372,,mg/L,0.0057,0.006,0.006,0.0051
Ag,SA000031-026,2.0463,,mg/L,0.0082,0.0095,0.0073,0.0077
Ag,SA000031-027,1.347,,mg/L,0.0054,0.0057,0.0054,0.0051
Ag,SA000031-028,1.2021,,mg/L,0.0048,0.0055,0.0048,0.0041
Ag,SA000031-029,0.6993,,mg/L,0.0028,0.003,0.0027,0.0027
Ag,SA000031-030,1.2799,,mg/L,0.0051,0.0052,0.005,0.0051
Ag,PATRON,1.0182,,mg/L,0.0994,0.0985,0.1,0.0995
Ag,BLANCO,0.002,,mg/L,0.0002,-0.0001,0.0009,-0.0002
Ag,BLANCO REACTIVO,0,,mg/L,0.0008,0.0008,0.0019,-0.0002
Ag,SA000031-031,3.2477,,mg/L,0.013,0.0128,0.0129,0.0133
Ag,SA000031-032,3.3631,,mg/L,0.0134,0.0136,0.013,0.0137
Ag,SA000031-033,0.9365,,mg/L,0.0037,0.0033,0.0034,0.0045
Ag,SA000031-034,1.6694,,mg/L,0.0067,0.0058,0.0068,0.0074
Ag,SA000031-035,1.6441,,mg/L,0.0066,0.0062,0.0077,0.0058
Ag,SA000031-036,-0.0251,,mg/L,-0.0001,0.0003,0.0002,-0.0009
Ag,SA000031-037,6.6484,,mg/L,0.0265,0.0256,0.0275,0.0264
Ag,SA000031-038,1.4819,,mg/L,0.0059,0.0059,0.006,0.0059
Ag,SA000031-040,2.3877,,mg/L,0.0096,0.0097,0.0095,0.0095
Ag,SA000031-041,0.1249,,mg/L,0.0005,0.001,0.001,-0.0006
Ag,PATRON,0.995,,mg/L,0.0971,0.0972,0.0968,0.0975
Ag,BLANCO,0.0002,,mg/L,0,0,0.0001,-0.0001
Ag,BLANCO REACTIVO,0,,mg/L,0.0005,0.0009,0.0004,0.0002
Ag,SA000031-042,1.3593,,mg/L,0.0054,0.0052,0.0062,0.0049
Ag,SA000031-043,3.5515,,mg/L,0.0141,0.0137,0.0135,0.0152
Ag,SA000031-044,2.5228,,mg/L,0.0101,0.0106,0.0095,0.0102
Ag,SA000031-045,24.1072,,mg/L,0.0946,0.095,0.0948,0.094
Ag,SA000031-046,1.7632,,mg/L,0.007,0.0067,0.0073,0.0071
Ag,SA000031-047,1.7961,,mg/L,0.0072,0.0074,0.0069,0.0072
Ag,SA000031-048,1.5896,,mg/L,0.0063,0.0054,0.0071,0.0066
Ag,SA000031-049,1.0965,,mg/L,0.0044,0.0051,0.0045,0.0036
Ag,SA000031-050,1.6633,,mg/L,0.0066,0.0072,0.0069,0.0058
Ag,SA000031-051,1.5273,,mg/L,0.0061,0.0061,0.0056,0.0066
Ag,PATRON,0.9921,,mg/L,0.0969,0.0985,0.0968,0.0953
Ag,BLANCO,0.0129,,mg/L,0.0013,0.0011,0.0013,0.0015
Ag,BLANCO REACTIVO,0,,mg/L,0.0006,0.0006,0.0002,0.0012
Ag,SA000031-052,4.7693,,mg/L,0.019,0.0173,0.0196,0.02
