Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,3.577
Comp. Cola Columna,Cu 324.75,3.664
Barren,Cu 324.75,3.592
Cabeza puntual retorno,Cu 324.75,3.492
Celda # 11-A,Cu 324.75,1.817
Celda # 11-B,Cu 324.75,0.052
Celda # 11-C,Cu 324.75,0.175
Celda #5-9,Cu 324.75,0.208
Celda #(F1+F2),Cu 324.75,3.552
NE Tubo 1,Cu 324.75,0.005
NE Tubo 2,Cu 324.75,-0.05
NE Tubo 2,Cu 324.75,0.048
NE Tubo 4,Cu 324.75,2.057
NE Tubo 5,Cu 324.75,3.573
NE Tubo 6,Cu 324.75,0.33
NE Tubo 7,Cu 324.75,14.17
Puntual Noroeste,Cu 324.75,4.024
Barren Patios,Cu 324.75,0.961
Barren Patios,Cu 324.75,3.987
Tubo 3,Cu 324.75,1.342
Especial 1,Cu 324.75,0.082
Especial 2,Cu 324.75,0.029
Especial 3,Cu 324.75,0.189
Especial 4,Cu 324.75,0.832
Especial 5,Cu 324.75,0.051
Especial 6,Cu 324.75,0.008
Especial 6,Cu 324.75,0.008
Columna #1,Cu 324.75,4.321
Columna #2,Cu 324.75,4.094
Columna #3,Cu 324.75,3.968
Columna #4,Cu 324.75,3.996
Columna #5,Cu 324.75,4.148
