Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.032
Comp. Cola Columna,Cu 324.75,1.005
Barren,Cu 324.75,1.026
Cabeza puntual retorno,Cu 324.75,0.913
Celda # 11-A,Cu 324.75,0.33
Celda # 11-B,Cu 324.75,0.134
Celda # 11-C,Cu 324.75,0.153
Celda # 6-F2,Cu 324.75,0.117
Celda #5-9,Cu 324.75,1.038
Celda #(F1+F2),Cu 324.75,1.069
NE Tubo 1,Cu 324.75,0.105
NE Tubo 2,Cu 324.75,0.163
NE Tubo 4,Cu 324.75,0.293
NE Tubo 5,Cu 324.75,0.116
NE Tubo 6,Cu 324.75,0.156
NE Tubo 7,Cu 324.75,7.163
Puntual Noroeste,Cu 324.75,1.152
BARREN PATIOS,Cu 324.75,0.799
Tubo 3,Cu 324.75,0.909
Especial 1,Cu 324.75,0.246
Especial 2,Cu 324.75,0.146
Especial 3,Cu 324.75,0.192
Especial 4,Cu 324.75,0.267
Especial 5,Cu 324.75,0.172
Especial 6,Cu 324.75,0.128
