Sample ID,Analyte Name,Reported Conc (Samp)
ESCORIA LC JUNIO,Fe,107.6
ESCORIA LC JUNIO,Cd ,0.056
ESCORIA LC JUNIO,Pb ,0.247
ESCORIA LC JUNIO,Cu ,6.778
ESCORIA LC JUNIO,Zn ,24.51
