Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,11.46
Cabeza puntual retorno,Cu 324.75,11.43
Celda #(F1+F2),Cu 324.75,1.435
Puntual Noroeste,Cu 324.75,1.109
Tubo 3,Cu 324.75,0.781
Comp. Cola Columna,Cu 324.75,11.19
Barren,Cu 324.75,9.876
Celda # 11-A,Cu 324.75,9.079
Celda # 11-B,Cu 324.75,48.78
Celda # 11-C,Cu 324.75,33.18
Celda # 6-F2,Cu 324.75,8.101
Celda #5-9,Cu 324.75,0.350
NE Tubo 1,Cu 324.75,18.49
NE Tubo 2,Cu 324.75,0.524
NE Tubo 4,Cu 324.75,1.882
NE Tubo 5,Cu 324.75,0.532
NE Tubo 6,Cu 324.75,0.359
NE Tubo 7,Cu 324.75,2.233
Barren Patios,Cu 324.75,9.903
Especial 1,Cu 324.75,0.179
Especial 2,Cu 324.75,0.030
Especial 3,Cu 324.75,0.084
Especial 4,Cu 324.75,0.068
Especial 5,Cu 324.75,0.013
