Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.725
Comp. Cola Columna,Cu 324.75,0.902
Barren,Cu 324.75,0.752
Cabeza puntual retorno,Cu 324.75,0.739
Celda # 11-A,Cu 324.75,0.187
Celda # 11-B,Cu 324.75,0.641
Celda # 11-C,Cu 324.75,0.073
Celda #5-9,Cu 324.75,2.987
Celda #(F1+F2),Cu 324.75,0.701
NE Tubo 1,Cu 324.75,0.043
NE Tubo 2,Cu 324.75,1.198
NE Tubo 4,Cu 324.75,0.082
NE Tubo 5,Cu 324.75,0.077
NE Tubo 6,Cu 324.75,0.247
NE Tubo 7,Cu 324.75,1.15
Puntual Noroeste,Cu 324.75,0.524
Barren Patios,Cu 324.75,0.675
Tubo 3,Cu 324.75,0.339
Especial 1,Cu 324.75,0.125
Especial 2,Cu 324.75,0.087
Especial 3,Cu 324.75,0.044
Especial 4,Cu 324.75,0.082
Especial 5,Cu 324.75,0.431
Especial 6,Cu 324.75,0.047
Columna #1,Cu 324.75,0.339
Columna #2,Cu 324.75,0.125
Columna #3,Cu 324.75,0.087
Columna #5,Cu 324.75,0.044
