Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.668
Comp. Cola Columna,Cu 324.75,1.673
Barren,Cu 324.75,1.532
Cabeza puntual retorno,Cu 324.75,1.891
Celda # 11-A,Cu 324.75,1.65
Celda # 11-B,Cu 324.75,1.162
Celda # 11-C,Cu 324.75,0.677
Celda # 6-F2,Cu 324.75,0.272
Celda #5-9,Cu 324.75,3.959
Celda #(F1+F2),Cu 324.75,1.601
NE Tubo 1,Cu 324.75,0.061
NE Tubo 2,Cu 324.75,0.133
NE Tubo 4,Cu 324.75,0.593
NE Tubo 5,Cu 324.75,0.477
NE Tubo 6,Cu 324.75,1.267
NE Tubo 7,Cu 324.75,6.571
Puntual Noroeste,Cu 324.75,1.873
Barren Patios,Cu 324.75,1.629
Tubo 3,Cu 324.75,0.824
Especial 1,Cu 324.75,0.892
Especial 2,Cu 324.75,0.041
Especial 3,Cu 324.75,0.036
Especial 4,Cu 324.75,0.095
Especial 5,Cu 324.75,0.08
Especial 6,Cu 324.75,0.054
