Analyst,sam,,,,
Date Started,28/07/2023,,,,
Worksheet,LC000813_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
28/07/2023,01:41:24 p. m.,PATRON,0.902,,mg/L
28/07/2023,01:41:34 p. m.,BLANCO,0.0096,,mg/L
28/07/2023,01:41:44 p. m.,REAGENT BLANK,0,,mg/L
28/07/2023,01:41:54 p. m.,LC000813-001,0.379009716,,mg/L
28/07/2023,01:42:04 p. m.,LC000813-002,0.306074922,,mg/L
28/07/2023,01:42:14 p. m.,LC000813-003,0.936595107,,mg/L
28/07/2023,01:42:24 p. m.,LC000813-004,0.068126682,,mg/L
28/07/2023,01:42:34 p. m.,LC000813-005,0.076630906,,mg/L
28/07/2023,01:42:44 p. m.,LC000813-006,0.057988402,,mg/L
28/07/2023,01:42:54 p. m.,PATRON,0.918,,mg/L
28/07/2023,01:43:04 p. m.,LC000813-007,0.102451518,,mg/L
28/07/2023,01:43:14 p. m.,LC000813-008,0.161558961,,mg/L
28/07/2023,01:43:24 p. m.,LC000813-009,0.075555851,,mg/L
28/07/2023,01:43:34 p. m.,LC000813-010,0.056497175,,mg/L
28/07/2023,01:43:44 p. m.,LC000813-011,0.063486787,,mg/L
28/07/2023,01:43:54 p. m.,LC000813-012,0.004666667,,mg/L
28/07/2023,01:44:04 p. m.,PATRON,0.926,,mg/L
28/07/2023,01:44:14 p. m.,LC000813-013,0.03431046,,mg/L
28/07/2023,01:44:24 p. m.,LC000813-014,0.09751714,,mg/L
28/07/2023,01:44:34 p. m.,LC000813-015,0.108471418,,mg/L
28/07/2023,01:44:44 p. m.,LC000813-016,0.047950451,,mg/L
28/07/2023,01:44:54 p. m.,LC000813-017,0.022932731,,mg/L
28/07/2023,01:45:04 p. m.,LC000813-018,0.021282256,,mg/L
28/07/2023,01:45:14 p. m.,PATRON,0.912,,mg/L
28/07/2023,01:45:24 p. m.,LC000813-019,0.075105513,,mg/L
28/07/2023,01:45:34 p. m.,LC000813-020,0.259433177,,mg/L
28/07/2023,01:45:44 p. m.,LC000813-021,0.198920432,,mg/L
28/07/2023,01:45:54 p. m.,LC000813-022,0.131640183,,mg/L
28/07/2023,01:46:04 p. m.,LC000813-023,0.137405596,,mg/L
28/07/2023,01:46:14 p. m.,LC000813-024,0.134011705,,mg/L
28/07/2023,01:46:24 p. m.,PATRON,0.881,,mg/L
28/07/2023,01:46:34 p. m.,BLANCO,0.001,,mg/L
,,,,,
Method: Au ALTA (Flame),,,,,
