Analyst,Claudia,,,,
Date Started,02/08/2023,,,,
Worksheet,LC000850_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
02/08/2023,04:35:00 a. m.,PATRON,0.914,,mg/L
02/08/2023,04:36:00 a. m.,BLANCO,-0.004,,mg/L
02/08/2023,04:37:00 a. m.,REAGENT BLANK,-0.001,,mg/L
02/08/2023,04:38:00 a. m.,LC000850-001,0.006,,mg/L
02/08/2023,04:39:00 a. m.,LC000850-002,0.008,,mg/L
02/08/2023,04:40:00 a. m.,LC000850-003,0.033,,mg/L
02/08/2023,04:41:00 a. m.,LC000850-004,0.119,,mg/L
02/08/2023,04:42:00 a. m.,LC000850-005,0.001,,mg/L
02/08/2023,04:43:00 a. m.,LC000850-006,0.006,,mg/L
02/08/2023,04:44:00 a. m.,PATRON,0.908,,mg/L
02/08/2023,04:45:00 a. m.,LC000850-007,0.120,,mg/L
