"Analyst",""
"Date Started","10/1/2025 3:13 AM  GMT: 10/1/2025 10:13 AM"
"Worksheet","EXP000133"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"10/1/2025","3:37:50 AM","PATRON",0.8921,"","mg/L",0.7
"10/1/2025","3:38:12 AM","REAGENT BLANK",0.0000,"","mg/L",11.4
"10/1/2025","3:38:48 AM","BLANCO",0.0071,"","mg/L",41.5
"10/1/2025","3:39:00 AM","EXP000133-001",0.0208,"","mg/L",6.2
"10/1/2025","3:39:12 AM","EXP000133-002",0.0309,"","mg/L",3.2
"10/1/2025","3:39:28 AM","EXP000133-003",0.0074,"","mg/L",10.4
"10/1/2025","3:39:40 AM","EXP000133-004",0.0081,"","mg/L",17.9
"10/1/2025","3:39:52 AM","EXP000133-005",0.0620,"","mg/L",2.0
"10/1/2025","3:40:06 AM","EXP000133-006",0.0281,"","mg/L",5.2
"10/1/2025","3:44:48 AM","PATRON",0.8918,"","mg/L",1.6
"10/1/2025","3:45:06 AM","EXP000133-007",0.0155,"","mg/L",8.6
"10/1/2025","3:45:16 AM","EXP000133-008",0.0179,"","mg/L",5.9
"10/1/2025","3:45:30 AM","EXP000133-009",0.2830,"","mg/L",0.8
"10/1/2025","3:45:46 AM","EXP000133-010",0.0329,"","mg/L",2.4
"10/1/2025","3:49:14 AM","EXP000133-011",1.0716,"","mg/L",1.6
"10/1/2025","3:50:06 AM","PATRON",0.8868,"","mg/L",0.8
"10/1/2025","3:50:20 AM","BLANCO",0.0078,"","mg/L",39.0
"10/1/2025","3:50:30 AM","REAGENT BLANK",0.0000,"","mg/L",39.6
"10/1/2025","3:50:30 AM","EXP000080-014","","","mg/L",""

"Method: Au AU ALTO (Flame)"

