Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.093
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.01
Cabeza puntual retorno,Au 242.80,0.096
Celda # 11-A,Au 242.80,0.068
Celda # 11-B,Au 242.80,0.025
Celda # 11-C,Au 242.80,0.002
Celda #5-9,Au 242.80,0.05
Celda #(F1+F2),Au 242.80,0.095
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.077
NE Tubo 4,Au 242.80,0.046
NE Tubo 5,Au 242.80,0.024
NE Tubo 6,Au 242.80,0.07
NE Tubo 7,Au 242.80,0.042
Puntual Noroeste,Au 242.80,0.089
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.177
Especial 1,Au 242.80,0.171
Especial 2,Au 242.80,0.049
Especial 3,Au 242.80,0.003
Especial 4,Au 242.80,0.012
Especial 5,Au 242.80,0.045
Especial 6,Au 242.80,0.009
Columna #1,Au 242.80,0.064
Columna #2,Au 242.80,0.039
Columna #3,Au 242.80,0.024
Columna #5,Au 242.80,0.006
