Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.372
Comp. Cola Columna,Cu 324.75,0.317
Barren,Cu 324.75,0.417
Cabeza puntual retorno,Cu 324.75,0.308
Celda # 11-A,Cu 324.75,0.838
Celda # 11-B,Cu 324.75,0.13
Celda # 11-C,Cu 324.75,0.097
Celda # 6-F2,Cu 324.75,0.035
Celda #5-9,Cu 324.75,0.579
Celda #(F1+F2),Cu 324.75,0.416
Especial 6,Cu 324.75,0.079
NE Tubo 1,Cu 324.75,0.035
NE Tubo 2,Cu 324.75,0.113
NE Tubo 4,Cu 324.75,0.122
NE Tubo 5,Cu 324.75,0.076
NE Tubo 6,Cu 324.75,0.045
NE Tubo 7,Cu 324.75,0.217
Puntual Noroeste,Cu 324.75,0.423
Barren Patios,Cu 324.75,0.394
Tubo 3,Cu 324.75,0.798
Especial 1,Cu 324.75,0.141
Especial 2,Cu 324.75,0.103
Especial 3,Cu 324.75,0.146
Especial 4,Cu 324.75,0.112
Especial 5,Cu 324.75,0.106
