Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.032
Comp. Cola Columna,Cu 324.75,1.105
Barren,Cu 324.75,1.005
Cabeza puntual retorno,Cu 324.75,1.055
Celda # 11-A,Cu 324.75,0.14
Celda # 11-B,Cu 324.75,0.106
Celda # 11-C,Cu 324.75,3.629
Celda #5-9,Cu 324.75,0.095
Celda #(F1+F2),Cu 324.75,0.908
NE Tubo 1,Cu 324.75,0.104
NE Tubo 2,Cu 324.75,0.207
NE Tubo 4,Cu 324.75,1.363
NE Tubo 5,Cu 324.75,0.726
NE Tubo 6,Cu 324.75,0.165
NE Tubo 7,Cu 324.75,2.538
Puntual Noroeste,Cu 324.75,0.909
Barren Patios,Cu 324.75,0.805
Tubo 3,Cu 324.75,0.318
Especial 1,Cu 324.75,0.133
Especial 2,Cu 324.75,0.116
Especial 3,Cu 324.75,0.172
Especial 4,Cu 324.75,0.2
Especial 5,Cu 324.75,0.148
Especial 6,Cu 324.75,0.122
Columna #1,Cu 324.75,0.95
Columna #2,Cu 324.75,0.902
Columna #3,Cu 324.75,0.915
Columna #4,Cu 324.75,0.91
Columna #5,Cu 324.75,0.932
