Sample ID,Analyte Name,Reported Conc (Samp)
60,Ag 328.07,0.038
61,Ag 328.07,0.028
62,Ag 328.07,0.056
63,Ag 328.07,0.039
COL. 1,Ag 328.07,0.039
COL. 2,Ag 328.07,0.033
COL. 3,Ag 328.07,0.034
COL. 4,Ag 328.07,0.027
COL. 5,Ag 328.07,0.135
COL. 6,Ag 328.07,0.194
375-1,Ag 328.07,0.032
375-2,Ag 328.07,0.028
375-3,Ag 328.07,0.028
375-4,Ag 328.07,0.022
VM 1,Ag 328.07,0.016
VM 2,Ag 328.07,0.016
VM 3,Ag 328.07,0.032
VM 4,Ag 328.07,0.057
VM 5,Ag 328.07,0.024
VM 6,Ag 328.07,0.017
VM 7,Ag 328.07,0.015
VM 8,Ag 328.07,0.035
VM 9,Ag 328.07,0.020
