Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.114
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.018
Cabeza puntual retorno,Au 242.80,0.116
Celda # 11-A,Au 242.80,0.041
Celda # 11-B,Au 242.80,0.026
Celda # 11-C,Au 242.80,0.015
Celda #5-9,Au 242.80,0.022
Celda #(F1+F2),Au 242.80,0.117
NE Tubo 1,Au 242.80,0.004
NE Tubo 2,Au 242.80,0.128
NE Tubo 4,Au 242.80,0.055
NE Tubo 5,Au 242.80,0.065
NE Tubo 6,Au 242.80,0.105
NE Tubo 7,Au 242.80,0.065
Puntual Noroeste,Au 242.80,0.114
Barren Patios,Au 242.80,0.015
Tubo 3,Au 242.80,0.173
Especial 1,Au 242.80,0.078
Especial 2,Au 242.80,0.051
Especial 3,Au 242.80,0.069
Especial 4,Au 242.80,0.072
Especial 5,Au 242.80,0.045
Columna #1,Au 242.80,0.078
Columna #2,Au 242.80,0.05
Columna #3,Au 242.80,0.026
Columna #4,Au 242.80,0.015
Columna #5,Au 242.80,0.008
