Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.649
Comp. Cola Columna,Cu 324.75,1.845
Barren,Cu 324.75,1.434
Cabeza puntual retorno,Cu 324.75,1.855
Celda # 11-A,Cu 324.75,0.063
Celda # 11-B,Cu 324.75,0.251
Celda # 11-C,Cu 324.75,0.112
Celda # 6-F2,Cu 324.75,3.102
Celda #5-9,Cu 324.75,0.151
Celda #(F1+F2),Cu 324.75,1.626
NE Tubo 1,Cu 324.75,0.027
NE Tubo 2,Cu 324.75,0.027
NE Tubo 4,Cu 324.75,0.021
NE Tubo 5,Cu 324.75,0.01
NE Tubo 6,Cu 324.75,0.045
NE Tubo 7,Cu 324.75,0.038
Puntual Noroeste,Cu 324.75,0.045
Barren Patios,Cu 324.75,1.165
Tubo 3,Cu 324.75,0.091
Especial 1,Cu 324.75,0.377
Especial 2,Cu 324.75,0.165
Especial 3,Cu 324.75,0.104
Especial 4,Cu 324.75,0.055
Especial 5,Cu 324.75,0.256
Barren 2,Cu 324.75,1.114
