Analista,ARM,,,
Fecha de inicio,7/5/2022 4:27 PM  GMT: 7/5/2022 9:27 PM,,,
Hoja de trabajo,SA000040-RE_6,,,
Comentario,,,,
Métodos,Ag,,,
,,,,
Método: Ag VHAA-Ag (Llama),,,,
,,,,
Ag,PATRON,1.0015,,mg/L
Ag,BLANCO,-0.0099,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000001-038,0.6821,,mg/L
Ag,SA000001-039,0.8191,,mg/L
Ag,SA000001-040,0.9461,,mg/L
Ag,SA000001-041,17.1509,,mg/L
Ag,SA000001-042,5.1273,,mg/L
Ag,SA000001-043,1.4085,,mg/L
Ag,SA000001-044,0.0962,,mg/L
Ag,SA000001-045,0.0113,,mg/L
Ag,SA000001-046,1.1358,,mg/L
Ag,SA000001-048,0.9176,,mg/L
Ag,PATRON,0.9845,,mg/L
Ag,BLANCO,0.0109,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000001-067,4.3891,,mg/L
Ag,SA000001-068,2.0447,,mg/L
Ag,SA000001-070,3.7704,,mg/L
Ag,SA000001-071,3.1826,,mg/L
Ag,SA000001-072,9.6632,,mg/L
Ag,SA000001-073,1.9446,,mg/L
Ag,SA000001-074,0.1016,,mg/L
Ag,SA000002-062,1.8243,,mg/L
Ag,SA000002-063,0.2246,,mg/L
Ag,SA000002-065,0.1449,,mg/L
Ag,PATRON,1.0007,,mg/L
Ag,BLANCO,0.0119,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000002-066,0.2023,,mg/L
Ag,SA000002-067,3.626,,mg/L
Ag,SA000002-068,1.6975,,mg/L
Ag,SA000002-069,0.7393,,mg/L
Ag,SA000002-092,4.0522,,mg/L
Ag,SA000002-093,0.0303,,mg/L
Ag,SA000002-095,0.3593,,mg/L
Ag,SA000002-096,20.3,,mg/L
Ag,SA000002-097,0.4253,,mg/L
Ag,SA000002-099,1.5217,,mg/L
Ag,PATRON,1.0205,,mg/L
Ag,BLANCO,-0.0043,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000002-100,1.5195,,mg/L
Ag,SA000002-112,2.2794,,mg/L
Ag,SA000002-113,0.7975,,mg/L
Ag,SA000002-114,0.8934,,mg/L
Ag,SA000002-115,0.9071,,mg/L
Ag,SA000002-117,1.4951,,mg/L
Ag,SA000002-118,0.0127,,mg/L
Ag,SA000002-119,1.838,,mg/L
Ag,SA000004-021,1.6203,,mg/L
Ag,SA000004-022,0.5189,,mg/L
Ag,PATRON,0.9706,,mg/L
Ag,BLANCO,0.007,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000004-023,-0.1072,,mg/L
Ag,SA000004-024,-0.1377,,mg/L
Ag,SA000004-025,0.5893,,mg/L
Ag,SA000004-026,0.4221,,mg/L
Ag,SA000004-027,0.4636,,mg/L
Ag,SA000004-028,1.5254,,mg/L
Ag,SA000005-020,2.5944,,mg/L
Ag,SA000005-022,4.3368,,mg/L
Ag,SA000005-024,0.0953,,mg/L
Ag,SA000005-025,20.61,,mg/L
Ag,PATRON,1.011,,mg/L
Ag,BLANCO,0.0056,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000005-026,3.0907,,mg/L
Ag,SA000005-027,2.8974,,mg/L
Ag,SA000005-028,2.653,,mg/L
Ag,SA000005-057,4.1071,,mg/L
Ag,SA000005-058,14.4683,,mg/L
Ag,SA000005-059,2.0418,,mg/L
Ag,SA000005-060,20.8588,,mg/L
Ag,SA000006-006,2.0898,,mg/L
Ag,SA000006-007,1.0776,,mg/L
Ag,SA000006-008,0.5593,,mg/L
Ag,PATRON,0.9984,,mg/L
Ag,BLANCO,-0.0051,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000006-009,0.5131,,mg/L
Ag,SA000006-010,0.7313,,mg/L
Ag,SA000006-011,2.9505,,mg/L
Ag,SA000006-012,0.2714,,mg/L
Ag,SA000006-025,0.5089,,mg/L
Ag,SA000006-026,3.4584,,mg/L
Ag,SA000006-027,1.5458,,mg/L
Ag,SA000006-028,0.254,,mg/L
Ag,SA000006-029,1.9983,,mg/L
Ag,SA000006-030,4.1617,,mg/L
Ag,PATRON,0.9984,,mg/L
Ag,BLANCO,-0.0051,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000006-031,6.2454,,mg/L
Ag,SA000006-032,21.5979,,mg/L
Ag,SA000006-033,2.3247,,mg/L
Ag,SA000006-034,4.4796,,mg/L
Ag,SA000006-035,5.3094,,mg/L
Ag,SA000006-037,4.3662,,mg/L
Ag,SA000006-038,2.5866,,mg/L
Ag,SA000006-039,2.946,,mg/L
Ag,SA000006-040,2.4131,,mg/L
Ag,SA000006-042,9.9552,,mg/L
Ag,PATRON,0.9984,,mg/L
Ag,BLANCO,-0.0051,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000006-043,2.7736,,mg/L
Ag,SA000006-044,1.8243,,mg/L
Ag,SA000006-049,1.1691,,mg/L
Ag,SA000006-050,1.9683,,mg/L
Ag,SA000006-051,1.5031,,mg/L
Ag,SA000006-052,1.754,,mg/L
Ag,SA000006-053,0.4514,,mg/L
Ag,SA000006-054,1.6539,,mg/L
Ag,SA000006-055,1.8243,,mg/L
Ag,SA000006-056,1.7282,,mg/L
Ag,PATRON,0.9984,,mg/L
Ag,BLANCO,-0.0051,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000006-057,2.6206,,mg/L
Ag,SA000006-058,3.2958,,mg/L
Ag,SA000006-059,-0.1702,,mg/L
Ag,SA000006-060,3.6044,,mg/L
Ag,SA000007-028,1.8347,,mg/L
Ag,SA000007-030,1.5325,,mg/L
Ag,SA000007-031,2.6465,,mg/L
Ag,SA000007-032,2.7761,,mg/L
Ag,SA000007-033,3.4318,,mg/L
Ag,SA000007-034,3.7378,,mg/L
Ag,PATRON,0.9984,,mg/L
Ag,BLANCO,-0.0051,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
Ag,SA000007-035,0.4781,,mg/L
Ag,SA000007-055,1.9591,,mg/L
Ag,SA000007-057,4.2156,,mg/L
Ag,SA000007-058,5.1318,,mg/L
Ag,SA000007-060,3.4109,,mg/L
Ag,SA000008-055,2.9131,,mg/L
Ag,SA000008-056,2.2591,,mg/L
Ag,SA000008-057,6.0123,,mg/L
Ag,SA000008-058,3.414,,mg/L
Ag,PATRON,0.9984,,mg/L
Ag,BLANCO,-0.0051,,mg/L
Ag,BLANCO REACTIVO,0,,mg/L
