Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,2.018
Cabeza puntual retorno,Cu 324.75,2.007
Celda #(F1+F2),Cu 324.75,1.012
Puntual Noroeste,Cu 324.75,0.978
Tubo 3,Cu 324.75,1.263
Comp. Cola Columna,Cu 324.75,1.832
Barren,Cu 324.75,1.896
Celda # 11-A,Cu 324.75,0.155
Celda # 11-B,Cu 324.75,0.079
Celda # 11-C,Cu 324.75,0.162
Celda #5-9,Cu 324.75,8.051
NE Tubo 1,Cu 324.75,0.524
NE Tubo 2,Cu 324.75,0.075
NE Tubo 4,Cu 324.75,0.053
NE Tubo 5,Cu 324.75,0.047
NE Tubo 6,Cu 324.75,0.064
NE Tubo 7,Cu 324.75,0.691
Barren Patios,Cu 324.75,1.873
Especial 1,Cu 324.75,4.912
Especial 2,Cu 324.75,5.513
Especial 3,Cu 324.75,0.375
Especial 4,Cu 324.75,0.107
Especial 5,Cu 324.75,7.726
Columna #1,Cu 324.75,1.970
Columna #2,Cu 324.75,1.824
Columna #3,Cu 324.75,1.567
Columna #4,Cu 324.75,1.577
Columna #5,Cu 324.75,1.576
