Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.142
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.005
Cabeza puntual retorno,Au 242.80,0.138
Celda # 11-A,Au 242.80,0.012
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.002
Celda # 6-F2,Au 242.80,0.092
Celda #5-9,Au 242.80,0.005
Celda #(F1+F2),Au 242.80,0.144
NE Tubo 1,Au 242.80,0.15
NE Tubo 2,Au 242.80,0.079
NE Tubo 4,Au 242.80,0.144
NE Tubo 5,Au 242.80,0.055
NE Tubo 6,Au 242.80,0.043
NE Tubo 7,Au 242.80,0.136
Puntual Noroeste,Au 242.80,0.157
Barren Patios,Au 242.80,0.002
Tubo 3,Au 242.80,0.206
Especial 1,Au 242.80,0.066
Especial 2,Au 242.80,0.023
Especial 3,Au 242.80,0.064
Especial 4,Au 242.80,0.016
Especial 5,Au 242.80,0.021
Especial 6,Au 242.80,0.002
