Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.076
Cabeza puntual retorno,Au 242.80,0.075
Celda #(F1+F2),Au 242.80,0.076
Puntual Noroeste,Au 242.80,0.061
Tubo 3,Au 242.80,0.055
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.04
Celda # 11-B,Au 242.80,0.01
Celda # 11-C,Au 242.80,0.001
Celda #5-9,Au 242.80,0.023
NE Tubo 1,Au 242.80,0.013
NE Tubo 2,Au 242.80,0.038
NE Tubo 4,Au 242.80,0.075
NE Tubo 5,Au 242.80,0.105
NE Tubo 6,Au 242.80,0.097
NE Tubo 7,Au 242.80,0.076
Barren Patios,Au 242.80,0.006
Especial 1,Au 242.80,0.019
Especial 2,Au 242.80,0.034
Especial 3,Au 242.80,0.005
Especial 4,Au 242.80,0.011
Especial 5,Au 242.80,0.011
Columna #1,Au 242.80,0.055
Columna #2,Au 242.80,0.036
Columna #3,Au 242.80,0.02
Columna #4,Au 242.80,0.013
