Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,0.540
Columna #2,Cu 324.75,0.545
Columna #3,Cu 324.75,0.561
Columna #4,Cu 324.75,0.554
Columna #5,Cu 324.75,0.550
Comp. Cabeza Columna,Cu 324.75,0.503
Comp. Cola Columna,Cu 324.75,0.496
Barren,Cu 324.75,0.626
Cabeza puntual retorno,Cu 324.75,0.493
Celda # 11-A,Cu 324.75,0.155
Celda # 11-B,Cu 324.75,0.045
Celda # 11-C,Cu 324.75,0.021
Celda #5-9,Cu 324.75,0.306
Celda #(F1+F2),Cu 324.75,0.682
NE Tubo 1,Cu 324.75,0.012
NE Tubo 2,Cu 324.75,0.062
NE Tubo 4,Cu 324.75,0.028
NE Tubo 5,Cu 324.75,0.008
NE Tubo 6,Cu 324.75,0.796
NE Tubo 7,Cu 324.75,4.025
Puntual Noroeste,Cu 324.75,0.731
Barren Patios,Cu 324.75,0.613
Tubo 3,Cu 324.75,0.782
Especial 1,Cu 324.75,0.098
Especial 2,Cu 324.75,0.043
Especial 3,Cu 324.75,0.129
Especial 4,Cu 324.75,0.173
Especial 5,Cu 324.75,0.066
