Sample ID,Analyte Name,Reported Conc (Samp)
NE Tubo 4,Cu 324.75,0.059
NE Tubo 5,Cu 324.75,0.045
NE Tubo 6,Cu 324.75,0.086
Comp. Cabeza Columna,Cu 324.75,0.625
Comp. Cola Columna,Cu 324.75,0.505
Barren,Cu 324.75,0.617
Cabeza puntual retorno,Cu 324.75,0.631
Celda # 11-A,Cu 324.75,0.059
Celda # 11-B,Cu 324.75,0.194
Celda # 11-C,Cu 324.75,0.997
Celda # 6-F2,Cu 324.75,1.381
Celda #5-9,Cu 324.75,9.414
Celda #(F1+F2),Cu 324.75,0.728
NE Tubo 1,Cu 324.75,0.024
NE Tubo 2,Cu 324.75,0.085
NE Tubo 7,Cu 324.75,2.147
Puntual Noroeste,Cu 324.75,0.463
Barren Patios,Cu 324.75,0.780
Tubo 3,Cu 324.75,0.329
Especial 1,Cu 324.75,1.158
Especial 2,Cu 324.75,2.515
Especial 3,Cu 324.75,0.096
Especial 4,Cu 324.75,0.102
Especial 5,Cu 324.75,0.515
