Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.167
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.006
Cabeza puntual retorno,Au 242.80,0.167
Celda # 11-A,Au 242.80,0.09
Celda # 11-B,Au 242.80,0.057
Celda # 11-C,Au 242.80,0.022
Celda # 6-F2,Au 242.80,0.07
Celda #5-9,Au 242.80,0.052
Celda #(F1+F2),Au 242.80,0.172
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.119
NE Tubo 4,Au 242.80,0.302
NE Tubo 5,Au 242.80,0.362
NE Tubo 6,Au 242.80,0.246
NE Tubo 7,Au 242.80,0.125
Puntual Noroeste,Au 242.80,0.182
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.099
Especial 1,Au 242.80,0.047
Especial 2,Au 242.80,0.057
Especial 3,Au 242.80,0.031
Especial 4,Au 242.80,0.025
Especial 5,Au 242.80,0.059
Especial 6,Au 242.80,0.025
