Sample ID,Analyte Name,Reported Conc (Samp)
56,Ag 328.07,0.047
58,Ag 328.07,0.213
59,Ag 328.07,0.124
60,Ag 328.07,0.017
61,Ag 328.07,0.016
62,Ag 328.07,0.017
63,Ag 328.07,0.033
COL. 1,Ag 328.07,0.028
COL. 2,Ag 328.07,0.037
COL. 3,Ag 328.07,0.022
COL. 4,Ag 328.07,0.022
COL. 5,Ag 328.07,0.053
COL. 6,Ag 328.07,0.082
375-1,Ag 328.07,0.019
375-2,Ag 328.07,0.018
375-3,Ag 328.07,0.02
375-4,Ag 328.07,0.013
VM 1,Ag 328.07,0.001
VM 2,Ag 328.07,0.001
VM 3,Ag 328.07,0.002
VM 4,Ag 328.07,0.005
VM 5,Ag 328.07,0.005
VM 6,Ag 328.07,0.001
VM 7,Ag 328.07,0.004
VM 8,Ag 328.07,0.006
