Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.247
Comp. Cola Columna,Ag 328.07,0.209
Barren,Ag 328.07,0.238
Cabeza puntual retorno,Ag 328.07,0.225
Celda # 11-A,Ag 328.07,0.038
Celda # 11-B,Ag 328.07,0.032
Celda # 11-C,Ag 328.07,0.031
Celda #5-9,Ag 328.07,0.068
Celda #(F1+F2),Ag 328.07,0.226
NE Tubo 1,Ag 328.07,1.265
NE Tubo 2,Ag 328.07,0.11
NE Tubo 4,Ag 328.07,0.063
NE Tubo 5,Ag 328.07,0.035
NE Tubo 6,Ag 328.07,0.032
NE Tubo 7,Ag 328.07,0.208
Puntual Noroeste,Ag 328.07,0.236
Barren Patios,Ag 328.07,0.237
Tubo 3,Ag 328.07,0.372
Especial 1,Ag 328.07,0.074
Especial 2,Ag 328.07,0.107
Especial 3,Ag 328.07,0.057
Especial 4,Ag 328.07,0.049
Especial 5,Ag 328.07,0.078
