Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.8,0.163
Comp. Cola Columna,Au 242.8,0.009
Barren,Au 242.8,0.015
Cabeza puntual retorno,Au 242.8,0.169
Columna #1,Au 242.8,0.102
Columna #2,Au 242.8,0.056
Columna #3,Au 242.8,0.034
Columna #4,Au 242.8,0.013
Columna #5,Au 242.8,0.003
Celda # 11-A,Au 242.8,0.033
Celda # 11-B,Au 242.8,0.255
Celda # 11-C,Au 242.8,0.125
Celda #5-9,Au 242.8,0.019
Celda #(F1+F2),Au 242.8,0.155
NE Tubo 1,Au 242.8,0.153
NE Tubo 2,Au 242.8,0.094
NE Tubo 4,Au 242.8,0.201
NE Tubo 5,Au 242.8,0.183
NE Tubo 6,Au 242.8,0.082
NE Tubo 7,Au 242.8,0.139
Puntual Noroeste,Au 242.8,0.16
Barren Patios,Au 242.8,0.012
Tubo 3,Au 242.8,0.176
Especial 1,Au 242.8,0.045
Especial 2,Au 242.8,0.03
Especial 3,Au 242.8,0.027
Especial 4,Au 242.8,0.023
Especial 5,Au 242.8,0.02
