Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.197
Comp. Cola Columna,Cu 324.75,0.166
Barren,Cu 324.75,0.166
Cabeza puntual retorno,Cu 324.75,0.192
Celda # 11-A,Cu 324.75,0.218
Celda # 11-B,Cu 324.75,0.08
Celda # 11-C,Cu 324.75,0.051
Celda #5-9,Cu 324.75,0.027
Celda #(F1+F2),Cu 324.75,0.171
NE Tubo 2,Cu 324.75,0.094
NE Tubo 4,Cu 324.75,0.062
NE Tubo 5,Cu 324.75,0.081
NE Tubo 6,Cu 324.75,0.29
NE Tubo 7,Cu 324.75,0.245
Barren Patios,Cu 324.75,0.165
Tubo 3,Cu 324.75,0.23
Especial 1,Cu 324.75,0.062
Especial 2,Cu 324.75,0.022
Especial 3,Cu 324.75,0.312
Especial 4,Cu 324.75,0.969
Especial 5,Cu 324.75,0.163
Columna #1,Cu 324.75,0.222
Columna #2,Cu 324.75,0.183
Columna #3,Cu 324.75,0.184
Columna #4,Cu 324.75,0.171
Columna #5,Cu 324.75,0.162
