Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.071
Columna #2,Cu 324.75,1.014
Columna #3,Cu 324.75,1.002
Columna #4,Cu 324.75,1.028
Columna #5,Cu 324.75,1.049
Comp. Cabeza Columna,Cu 324.75,1.034
Comp. Cola Columna,Cu 324.75,1.103
Barren,Cu 324.75,1.102
Cabeza puntual retorno,Cu 324.75,1.066
Celda # 11-A,Cu 324.75,0.215
Celda # 11-B,Cu 324.75,0.097
Celda # 11-C,Cu 324.75,0.017
Celda #5-9,Cu 324.75,5.412
Celda #(F1+F2),Cu 324.75,0.221
NE Tubo 1,Cu 324.75,0.029
NE Tubo 2,Cu 324.75,0.026
NE Tubo 4,Cu 324.75,0.173
NE Tubo 5,Cu 324.75,0.029
NE Tubo 6,Cu 324.75,0.041
NE Tubo 7,Cu 324.75,0.897
Puntual Noroeste,Cu 324.75,0.211
Barren Patios,Cu 324.75,0.993
Tubo 3,Cu 324.75,0.169
Especial 1,Cu 324.75,2.275
Especial 2,Cu 324.75,0.489
Especial 3,Cu 324.75,0.309
Especial 4,Cu 324.75,0.511
Especial 5,Cu 324.75,4.292
