Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.706
Cabeza puntual retorno,Cu 324.75,0.791
Celda #(F1+F2),Cu 324.75,0.825
Puntual Noroeste,Cu 324.75,0.488
Tubo 3,Cu 324.75,0.041
NE Tubo 2,Cu 324.75,0.419
NE Tubo 4,Cu 324.75,0.103
Especial 1,Cu 324.75,0.043
Especial 2,Cu 324.75,0.115
Especial 3,Cu 324.75,0.077
Especial 4,Cu 324.75,0.076
Especial 5,Cu 324.75,0.817
Columna #1,Cu 324.75,0.679
Columna #2,Cu 324.75,0.678
Columna #3,Cu 324.75,0.672
Columna #4,Cu 324.75,0.689
Columna #5,Cu 324.75,0.682
Comp. Cola Columna,Cu 324.75,0.945
Barren,Cu 324.75,0.705
Barren Patios,Cu 324.75,0.588
NE Tubo 1,Cu 324.75,5.532
NE Tubo 5,Cu 324.75,0.04
NE Tubo 6,Cu 324.75,0.105
NE Tubo 7,Cu 324.75,0.652
Celda # 11-A,Cu 324.75,0.1
Celda # 11-B,Cu 324.75,0.088
Celda # 11-C,Cu 324.75,0.134
Celda #5-9,Cu 324.75,0.045
